Date,ABG.JO,AGL.JO,ANG.JO,DSY.JO,FSR.JO,GFI.JO,IMP.JO,MRP.JO,MTN.JO,NED.JO,NPN.JO,PIK.JO,PRX.JO,REM.JO,SBK.JO,SLM.JO,SOL.JO,SPP.JO,TFG.JO,TKG.JO,VOD.JO,WHL.JO
2019-02-28,17976.8515625,36377.02734375,20185.859375,15397.9697265625,6405.8076171875,5738.47216796875,6003.48388671875,21533.267578125,8331.919921875,28309.41796875,39486.6171875,6921.78076171875,,14394.13671875,19293.11328125,7839.73583984375,42928.3125,19937.8671875,15022.16796875,6994.7919921875,11564.150390625,4569.39697265625
2019-03-01,17599.595703125,36878.7578125,19920.0625,15090.1708984375,6421.74755859375,5637.6923828125,5716.27392578125,21794.591796875,7881.00830078125,28111.330078125,39611.22265625,6901.8134765625,,14415.599609375,19164.666015625,7722.17431640625,42726.59375,19835.02734375,15275.744140625,7102.68115234375,11253.4365234375,4603.31884765625
2019-03-04,17419.431640625,36713.8046875,18591.0546875,15120.1513671875,6257.3681640625,5320.38427734375,5809.01953125,21702.828125,7781.248046875,27015.380859375,40933.7578125,6887.8359375,,14393.4208984375,18763.38671875,7745.08837890625,42840.4375,20099.603515625,15040.5302734375,7121.662109375,11128.9501953125,4597.33154296875
2019-03-05,17328.849609375,36537.11328125,18654.009765625,15071.1826171875,6255.37646484375,5288.4541015625,5832.953125,20962.74609375,7707.42578125,27075.109375,40907.82421875,6803.97216796875,,14630.2216796875,18944.609375,7587.6767578125,42779.51953125,20213.41796875,14951.3427734375,7092.69189453125,11203.642578125,4614.29296875
2019-03-06,17240.259765625,37017.36328125,19057.70703125,15040.2021484375,6251.390625,5308.4111328125,5936.66845703125,20646.564453125,7587.71435546875,27075.109375,41690.1875,6702.13671875,,14665.9951171875,18739.490234375,7703.24462890625,43025.17578125,20016.73828125,14925.111328125,7029.75634765625,11237.5029296875,4650.208984375
2019-03-07,17165.603515625,37317.03125,18538.09765625,14890.30078125,6208.55224609375,5268.49755859375,5877.83056640625,20546.822265625,8958.41015625,26370.357421875,40583.66796875,6814.95458984375,,14522.9111328125,18164.958984375,7808.8515625,43188.94921875,19937.8671875,14935.603515625,7208.572265625,11582.076171875,4596.3349609375
2019-03-08,17155.6484375,36485.3828125,19183.607421875,14642.462890625,6268.32666015625,5403.20361328125,5923.703125,20945.787109375,8967.390625,26432.078125,39826.328125,6884.84130859375,,14487.1416015625,18445.751953125,7900.50927734375,42144.3984375,20062.662109375,15195.298828125,7392.3828125,11411.7802734375,4719.04931640625
2019-03-11,16623.111328125,36547.8515625,18269.294921875,14516.5439453125,6188.626953125,5366.2841796875,5913.7314453125,20834.078125,9269.662109375,25691.4921875,40798.00390625,6788.99560546875,,14308.287109375,18415.880859375,7593.65380859375,42454.96875,20014.740234375,15115.728515625,7131.6513671875,11253.4365234375,4710.06982421875
2019-03-12,16591.26171875,36483.4296875,18381.21484375,14590.4970703125,6315.150390625,5501.98779296875,5833.95068359375,21210.103515625,9467.1845703125,26079.69921875,40539.8515625,7007.6416015625,,14451.369140625,18732.521484375,7464.13720703125,42249.26171875,20253.35546875,15245.1396484375,7492.279296875,11448.6298828125,4628.259765625
2019-03-13,15858.6494140625,36583.5703125,18780.91796875,14334.6552734375,6276.296875,5553.0791015625,6023.42919921875,20143.865234375,9594.8779296875,25469.515625,40996.125,6937.75537109375,,14296.1259765625,18459.6953125,7233.00048828125,42298.09765625,19889.939453125,14995.9365234375,7458.31494140625,11432.6943359375,4530.38818359375
